mode,question_id,evidence_id,score
graph_enhanced_rag,Q08,graph:49e884bfca646453,0.0149253731
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:34:2f61c4bed574,0.0147058824
graph_enhanced_rag,Q08,graph:4d931641082d85ad,0.0147058824
graph_enhanced_rag,Q08,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.0144927536
graph_enhanced_rag,Q08,graph:899562693df34478,0.0144927536
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:0:80d433564abe,0.0142857143
graph_enhanced_rag,Q08,graph:76c0bd2c6fef340c,0.0142857143
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:110:14199919db83,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:111:3ba35a53b133,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:112:61979092d0f9,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:113:06a247217cdf,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:114:41704e0e838c,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:115:a0a2233d0426,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:116:23d34aea5f2e,0.0
bm25,Q09,chunk:GSE111619_HTSeq_counts.txt:117:2d73594e6b3a,0.0
vector,Q09,chunk:GSE111619_family.soft:15:044bb04e836b,0.4763576848
vector,Q09,chunk:GSE111619_family.soft:2:012548a6835c,0.4728681726
vector,Q09,chunk:GSE111619_family.soft:9:318baf214f1d,0.4641232919
vector,Q09,chunk:GSE111619_family.soft:30:1c156c11568c,0.4519778414
vector,Q09,chunk:GSE111619_family.soft:6:762f7f70cff7,0.4423386961
vector,Q09,chunk:GSE111619_family.soft:7:e44acfaf8b21,0.4417829672
vector,Q09,chunk:GSE111619_family.soft:16:92416e09eb68,0.4399986005
vector,Q09,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.438323392
vector,Q09,chunk:GSE111619_family.soft:24:e6e5b629ccbf,0.4369803057
vector,Q09,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.4367872427
vector,Q09,chunk:GSE111619_series_matrix.txt:10:0ee040999f6c,0.4344260006
vector,Q09,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.4338517841
vector,Q09,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4336452168
vector,Q09,chunk:GSE111619_series_matrix.txt:16:3422aae56a67,0.4330295996
vector,Q09,chunk:GSE111619_series_matrix.txt:17:dc83f1cfc3a5,0.4280612214
vector,Q09,chunk:GSE111619_series_matrix.txt:11:42185f999634,0.4261723654
vector,Q09,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.4250863314
vector,Q09,chunk:GSE111619_series_matrix.txt:15:a7debf6f9089,0.4235068409
vector,Q09,chunk:GSE111619_family.soft:23:f32d98e8f942,0.4229619166
vector,Q09,chunk:GSE111619_series_matrix.txt:22:b2c15372a3ab,0.4218837783
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
hybrid_rag,Q09,chunk:GSE111619_family.soft:15:044bb04e836b,0.0163934426
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0161290323
hybrid_rag,Q09,chunk:GSE111619_family.soft:2:012548a6835c,0.0161290323
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0158730159
hybrid_rag,Q09,chunk:GSE111619_family.soft:9:318baf214f1d,0.0158730159
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.015625
hybrid_rag,Q09,chunk:GSE111619_family.soft:30:1c156c11568c,0.015625
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0153846154
hybrid_rag,Q09,chunk:GSE111619_family.soft:6:762f7f70cff7,0.0153846154
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0151515152
hybrid_rag,Q09,chunk:GSE111619_family.soft:7:e44acfaf8b21,0.0151515152
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0149253731
hybrid_rag,Q09,chunk:GSE111619_family.soft:16:92416e09eb68,0.0149253731
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0147058824
hybrid_rag,Q09,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.0147058824
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0144927536
hybrid_rag,Q09,chunk:GSE111619_family.soft:24:e6e5b629ccbf,0.0144927536
hybrid_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0142857143
hybrid_rag,Q09,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.0142857143
graph_enhanced_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
graph_enhanced_rag,Q09,graph:19cfcce5ddad307c,0.0163934426
graph_enhanced_rag,Q09,chunk:GSE111619_family.soft:15:044bb04e836b,0.0161290323
graph_enhanced_rag,Q09,graph:d1c8c33ede5a21b0,0.0161290323
graph_enhanced_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0158730159
graph_enhanced_rag,Q09,graph:e3c25591a7198bfb,0.0158730159
graph_enhanced_rag,Q09,chunk:GSE111619_family.soft:2:012548a6835c,0.015625
graph_enhanced_rag,Q09,graph:76de958f31547e13,0.015625
graph_enhanced_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0153846154
graph_enhanced_rag,Q09,graph:c121174b1625d7a5,0.0153846154
graph_enhanced_rag,Q09,chunk:GSE111619_family.soft:9:318baf214f1d,0.0151515152
graph_enhanced_rag,Q09,graph:ea8aa28055383589,0.0151515152
graph_enhanced_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0149253731
graph_enhanced_rag,Q09,graph:0db3a53529c009c3,0.0149253731
graph_enhanced_rag,Q09,chunk:GSE111619_family.soft:30:1c156c11568c,0.0147058824
graph_enhanced_rag,Q09,graph:cb7acfa834a6f49c,0.0147058824
graph_enhanced_rag,Q09,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0144927536
graph_enhanced_rag,Q09,graph:c8f776f8aae57e58,0.0144927536
graph_enhanced_rag,Q09,chunk:GSE111619_family.soft:6:762f7f70cff7,0.0142857143
graph_enhanced_rag,Q09,graph:36acc6d1cc08ff0a,0.0142857143
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:110:14199919db83,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:111:3ba35a53b133,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:112:61979092d0f9,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:113:06a247217cdf,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:114:41704e0e838c,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:115:a0a2233d0426,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:116:23d34aea5f2e,0.0
bm25,Q10,chunk:GSE111619_HTSeq_counts.txt:117:2d73594e6b3a,0.0
vector,Q10,chunk:GSE111619_family.soft:33:887d9b8483f9,0.5115039769
vector,Q10,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.5019981281
vector,Q10,chunk:GSE111619_family.soft:25:6c94819d4f06,0.5012944627
vector,Q10,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.4952684334
vector,Q10,chunk:GSE111619_family.soft:10:af45eaa5686d,0.4949008013
vector,Q10,chunk:GSE111619_family.soft:2:012548a6835c,0.4927538743
vector,Q10,chunk:GSE111619_series_matrix.txt:19:903126e9a116,0.4895114335
vector,Q10,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.4888846912
vector,Q10,chunk:GSE111619_family.soft:15:044bb04e836b,0.487937873
vector,Q10,chunk:GSE111619_series_matrix.txt:20:5999361ed2c6,0.4799430626
vector,Q10,chunk:GSE111619_family.soft:26:daada7b1edf2,0.4778088259
vector,Q10,chunk:GSE111619_series_matrix.txt:23:07049a428c04,0.47225631
vector,Q10,chunk:GSE111619_series_matrix.txt:24:0a2f3ebf264b,0.4718212686
vector,Q10,chunk:GSE111619_family.soft:9:318baf214f1d,0.4714689328
vector,Q10,chunk:GSE111619_family.soft:17:d4009146977f,0.4631629794
vector,Q10,chunk:GSE111619_family.soft:32:fa5e23883aa9,0.4614097699
vector,Q10,chunk:GSE111619_family.soft:16:92416e09eb68,0.4596284504
vector,Q10,chunk:GSE111619_series_matrix.txt:18:c9c0ed309e72,0.4594321754
vector,Q10,chunk:GSE111619_family.soft:31:2fa3221bbe08,0.4570996871
vector,Q10,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4557353044
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
hybrid_rag,Q10,chunk:GSE111619_family.soft:33:887d9b8483f9,0.0163934426
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0161290323
hybrid_rag,Q10,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.0161290323
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0158730159
hybrid_rag,Q10,chunk:GSE111619_family.soft:25:6c94819d4f06,0.0158730159
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.015625
hybrid_rag,Q10,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.015625
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0153846154
hybrid_rag,Q10,chunk:GSE111619_family.soft:10:af45eaa5686d,0.0153846154
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0151515152
hybrid_rag,Q10,chunk:GSE111619_family.soft:2:012548a6835c,0.0151515152
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0149253731
hybrid_rag,Q10,chunk:GSE111619_series_matrix.txt:19:903126e9a116,0.0149253731
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0147058824
hybrid_rag,Q10,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0147058824
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0144927536
hybrid_rag,Q10,chunk:GSE111619_family.soft:15:044bb04e836b,0.0144927536
hybrid_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0142857143
hybrid_rag,Q10,chunk:GSE111619_series_matrix.txt:20:5999361ed2c6,0.0142857143
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
graph_enhanced_rag,Q10,graph:f2d42f4c923a2f14,0.0163934426
graph_enhanced_rag,Q10,chunk:GSE111619_family.soft:33:887d9b8483f9,0.0161290323
graph_enhanced_rag,Q10,graph:5f8054d8c043d372,0.0161290323
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0158730159
graph_enhanced_rag,Q10,graph:cd3db82ddf3e6e89,0.0158730159
graph_enhanced_rag,Q10,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.015625
graph_enhanced_rag,Q10,graph:fc78cf2cc5c05e8e,0.015625
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0153846154
graph_enhanced_rag,Q10,chunk:GSE111619_family.soft:25:6c94819d4f06,0.0151515152
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0149253731
graph_enhanced_rag,Q10,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.0147058824
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0144927536
graph_enhanced_rag,Q10,chunk:GSE111619_family.soft:10:af45eaa5686d,0.0142857143
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.014084507
graph_enhanced_rag,Q10,chunk:GSE111619_family.soft:2:012548a6835c,0.0138888889
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0136986301
graph_enhanced_rag,Q10,chunk:GSE111619_series_matrix.txt:19:903126e9a116,0.0135135135
graph_enhanced_rag,Q10,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0133333333
graph_enhanced_rag,Q10,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0131578947
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:110:14199919db83,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:111:3ba35a53b133,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:112:61979092d0f9,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:113:06a247217cdf,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:114:41704e0e838c,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:115:a0a2233d0426,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:116:23d34aea5f2e,0.0
bm25,Q11,chunk:GSE111619_HTSeq_counts.txt:117:2d73594e6b3a,0.0
vector,Q11,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.5234098175
vector,Q11,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.5162520659
vector,Q11,chunk:GSE111619_family.soft:33:887d9b8483f9,0.515627396
vector,Q11,chunk:GSE111619_family.soft:2:012548a6835c,0.5086788903
vector,Q11,chunk:GSE111619_family.soft:9:318baf214f1d,0.5074816064
vector,Q11,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.5061970747
vector,Q11,chunk:GSE111619_series_matrix.txt:20:5999361ed2c6,0.5024712172
vector,Q11,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.4947080128
vector,Q11,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4926584311
vector,Q11,chunk:GSE111619_family.soft:10:af45eaa5686d,0.4925253252
vector,Q11,chunk:GSE111619_series_matrix.txt:19:903126e9a116,0.4867275581
vector,Q11,chunk:GSE111619_family.soft:15:044bb04e836b,0.4861489679
vector,Q11,chunk:GSE111619_series_matrix.txt:23:07049a428c04,0.4858440738
vector,Q11,chunk:GSE111619_series_matrix.txt:22:b2c15372a3ab,0.4847174462
vector,Q11,chunk:GSE111619_series_matrix.txt:16:3422aae56a67,0.477182592
vector,Q11,chunk:GSE111619_family.soft:26:daada7b1edf2,0.475581884
vector,Q11,chunk:GSE111619_family.soft:25:6c94819d4f06,0.4740520949
vector,Q11,chunk:GSE111619_series_matrix.txt:26:683a178072a1,0.4710939539
vector,Q11,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.4678214739
vector,Q11,chunk:GSE111619_series_matrix.txt:27:426a10e70046,0.4672409223
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
hybrid_rag,Q11,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0163934426
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0161290323
hybrid_rag,Q11,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.0161290323
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0158730159
hybrid_rag,Q11,chunk:GSE111619_family.soft:33:887d9b8483f9,0.0158730159
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.015625
hybrid_rag,Q11,chunk:GSE111619_family.soft:2:012548a6835c,0.015625
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0153846154
hybrid_rag,Q11,chunk:GSE111619_family.soft:9:318baf214f1d,0.0153846154
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0151515152
hybrid_rag,Q11,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.0151515152
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0149253731
hybrid_rag,Q11,chunk:GSE111619_series_matrix.txt:20:5999361ed2c6,0.0149253731
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0147058824
hybrid_rag,Q11,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.0147058824
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0144927536
hybrid_rag,Q11,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0144927536
hybrid_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0142857143
hybrid_rag,Q11,chunk:GSE111619_family.soft:10:af45eaa5686d,0.0142857143
graph_enhanced_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
graph_enhanced_rag,Q11,graph:4facc9b3370b561b,0.0163934426
graph_enhanced_rag,Q11,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0161290323
graph_enhanced_rag,Q11,graph:f511123f4a0b1698,0.0161290323
graph_enhanced_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0158730159
graph_enhanced_rag,Q11,graph:81e54235b31df056,0.0158730159
graph_enhanced_rag,Q11,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.015625
graph_enhanced_rag,Q11,graph:e4e8cf701ff89ffd,0.015625
graph_enhanced_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0153846154
graph_enhanced_rag,Q11,graph:de8024582a41a095,0.0153846154
graph_enhanced_rag,Q11,chunk:GSE111619_family.soft:33:887d9b8483f9,0.0151515152
graph_enhanced_rag,Q11,graph:7d66e193cc45043e,0.0151515152
graph_enhanced_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0149253731
graph_enhanced_rag,Q11,graph:5a456b9aa37a6543,0.0149253731
graph_enhanced_rag,Q11,chunk:GSE111619_family.soft:2:012548a6835c,0.0147058824
graph_enhanced_rag,Q11,graph:d9a26b129dd2080c,0.0147058824
graph_enhanced_rag,Q11,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0144927536
graph_enhanced_rag,Q11,graph:9ce679fb6ade8f20,0.0144927536
graph_enhanced_rag,Q11,chunk:GSE111619_family.soft:9:318baf214f1d,0.0142857143
graph_enhanced_rag,Q11,graph:8ba4954e0793deee,0.0142857143
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:110:14199919db83,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:111:3ba35a53b133,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:112:61979092d0f9,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:113:06a247217cdf,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:114:41704e0e838c,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:115:a0a2233d0426,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:116:23d34aea5f2e,0.0
bm25,Q12,chunk:GSE111619_HTSeq_counts.txt:117:2d73594e6b3a,0.0
vector,Q12,chunk:GSE111619_family.soft:26:daada7b1edf2,0.5577601263
vector,Q12,chunk:GSE111619_series_matrix.txt:23:07049a428c04,0.5385869303
vector,Q12,chunk:GSE111619_family.soft:8:6e1741a6dd43,0.5352213967
vector,Q12,chunk:GSE111619_family.soft:30:1c156c11568c,0.5293498133
vector,Q12,chunk:GSE111619_family.soft:32:fa5e23883aa9,0.5264162812
vector,Q12,chunk:GSE111619_family.soft:15:044bb04e836b,0.5259327819
vector,Q12,chunk:GSE111619_family.soft:23:f32d98e8f942,0.5241600416
vector,Q12,chunk:GSE111619_family.soft:11:2434caed467b,0.5164053585
vector,Q12,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.5153251786
vector,Q12,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.5138763062
vector,Q12,chunk:GSE111619_family.soft:34:2f61c4bed574,0.5084394918
vector,Q12,chunk:GSE111619_family.soft:22:259d8e7436e6,0.5032020405
vector,Q12,chunk:GSE111619_family.soft:10:af45eaa5686d,0.4951196357
vector,Q12,chunk:GSE111619_family.soft:33:887d9b8483f9,0.4935379585
vector,Q12,chunk:GSE111619_family.soft:24:e6e5b629ccbf,0.4931573952
vector,Q12,chunk:GSE111619_family.soft:19:babb5501a21a,0.4911500469
vector,Q12,chunk:GSE111619_series_matrix.txt:17:dc83f1cfc3a5,0.488988822
vector,Q12,chunk:GSE111619_series_matrix.txt:19:903126e9a116,0.4865486773
vector,Q12,chunk:GSE111619_series_matrix.txt:3:a3a0d21a74c2,0.4865299695
vector,Q12,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.4858331779
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
hybrid_rag,Q12,chunk:GSE111619_family.soft:26:daada7b1edf2,0.0163934426
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0161290323
hybrid_rag,Q12,chunk:GSE111619_series_matrix.txt:23:07049a428c04,0.0161290323
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0158730159
hybrid_rag,Q12,chunk:GSE111619_family.soft:8:6e1741a6dd43,0.0158730159
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.015625
hybrid_rag,Q12,chunk:GSE111619_family.soft:30:1c156c11568c,0.015625
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0153846154
hybrid_rag,Q12,chunk:GSE111619_family.soft:32:fa5e23883aa9,0.0153846154
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0151515152
hybrid_rag,Q12,chunk:GSE111619_family.soft:15:044bb04e836b,0.0151515152
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0149253731
hybrid_rag,Q12,chunk:GSE111619_family.soft:23:f32d98e8f942,0.0149253731
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0147058824
hybrid_rag,Q12,chunk:GSE111619_family.soft:11:2434caed467b,0.0147058824
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0144927536
hybrid_rag,Q12,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.0144927536
hybrid_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0142857143
hybrid_rag,Q12,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0142857143
graph_enhanced_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
graph_enhanced_rag,Q12,graph:27b4a9ec89ef6112,0.0163934426
graph_enhanced_rag,Q12,chunk:GSE111619_family.soft:26:daada7b1edf2,0.0161290323
graph_enhanced_rag,Q12,graph:c7edb151efb22a2e,0.0161290323
graph_enhanced_rag,Q12,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0158730159
graph_enhanced_rag,Q12,graph:5beed92c3f981cb0,0.0158730159
